pipeline,model,dataset,input_format,output_format,grits_top,grits_con,grits_precision_top,grits_recall_top,grits_precision_con,grits_recall_con,usable_rate,grits_top_valid_only,grits_con_valid_only,grits_top_zero_pen,grits_con_zero_pen,count
VLM,gemma_3-27B-IT,feverous,html,markdown,0.9857,0.8403,0.9849,0.9903,0.8403,0.842,1.0,0.9857,0.8403,0.9857,0.8403,76
VLM,gemma_3-27B-IT,wikitq,html,latex,0.8543,0.6919,0.9418,0.821,0.7338,0.6729,0.8603,0.871,0.7151,0.7493,0.6152,179
VLM,gemma_3-27B-IT,hybridqa,html,latex,0.9688,0.8723,0.9659,0.979,0.8676,0.8809,0.8986,0.98,0.8932,0.8807,0.8027,148
VLM,gemma_3-27B-IT,sqa,html,latex,0.9835,0.9217,0.9774,0.9922,0.9163,0.9292,0.9216,0.9884,0.9339,0.9109,0.8606,102
VLM,gemma_3-27B-IT,tabfact,html,latex,0.9693,0.8762,0.9636,0.9797,0.8708,0.8849,0.8952,0.9746,0.8864,0.8724,0.7935,124
VLM,gemma_3-27B-IT,feverous,html,latex,0.9636,0.8103,0.9579,0.9772,0.8054,0.8204,0.8947,0.9654,0.8301,0.8638,0.7428,76
VLM,gemma_3-27B-IT,wikitq,markdown,html,0.9443,0.77,0.9803,0.9299,0.782,0.764,1.0,0.9443,0.77,0.9443,0.77,179
VLM,gemma_3-27B-IT,hybridqa,markdown,html,0.986,0.8668,0.9906,0.9841,0.8693,0.8649,1.0,0.986,0.8668,0.986,0.8668,148
VLM,gemma_3-27B-IT,sqa,markdown,html,0.9918,0.9086,0.9927,0.9921,0.9092,0.9088,1.0,0.9918,0.9086,0.9918,0.9086,102
VLM,gemma_3-27B-IT,tabfact,markdown,html,0.992,0.9203,0.9964,0.9883,0.9238,0.9173,1.0,0.992,0.9203,0.992,0.9203,124
VLM,gemma_3-27B-IT,feverous,markdown,html,0.9885,0.8349,0.9953,0.9827,0.8385,0.8318,1.0,0.9885,0.8349,0.9885,0.8349,76
VLM,gemma_3-27B-IT,wikitq,markdown,markdown,0.9459,0.7594,0.9678,0.948,0.7602,0.7627,1.0,0.9459,0.7594,0.9459,0.7594,179
VLM,gemma_3-27B-IT,hybridqa,markdown,markdown,0.9821,0.8672,0.9814,0.9884,0.8679,0.8676,1.0,0.9821,0.8672,0.9821,0.8672,148
VLM,gemma_3-27B-IT,sqa,markdown,markdown,0.9894,0.9276,0.9868,0.9939,0.9263,0.9302,1.0,0.9894,0.9276,0.9894,0.9276,102
VLM,gemma_3-27B-IT,tabfact,markdown,markdown,0.993,0.9073,0.9939,0.9926,0.9084,0.9066,1.0,0.993,0.9073,0.993,0.9073,124
VLM,gemma_3-27B-IT,feverous,markdown,markdown,0.9759,0.8282,0.9841,0.9806,0.8345,0.8271,1.0,0.9759,0.8282,0.9759,0.8282,76
VLM,gemma_3-27B-IT,wikitq,markdown,latex,0.8603,0.6848,0.9526,0.8215,0.7296,0.6629,0.838,0.8825,0.7224,0.7395,0.6054,179
VLM,gemma_3-27B-IT,hybridqa,markdown,latex,0.9765,0.8526,0.9821,0.9749,0.8552,0.852,0.8919,0.983,0.8749,0.8767,0.7803,148
VLM,gemma_3-27B-IT,sqa,markdown,latex,0.9793,0.887,0.9791,0.9824,0.8877,0.8883,0.9314,0.9868,0.9061,0.9191,0.844,102
VLM,gemma_3-27B-IT,tabfact,markdown,latex,0.987,0.8955,0.9887,0.9869,0.8974,0.8946,0.871,0.991,0.9068,0.8631,0.7898,124
VLM,gemma_3-27B-IT,feverous,markdown,latex,0.9675,0.8065,0.9754,0.9628,0.8132,0.8016,0.8816,0.9822,0.8463,0.8658,0.7461,76
VLM,gemma_3-27B-IT,wikitq,latex,html,0.9205,0.7183,0.9564,0.9154,0.7305,0.7162,1.0,0.9205,0.7183,0.9205,0.7183,179
VLM,gemma_3-27B-IT,hybridqa,latex,html,0.9822,0.8474,0.9902,0.9788,0.8488,0.8464,1.0,0.9822,0.8474,0.9822,0.8474,148
VLM,gemma_3-27B-IT,sqa,latex,html,0.9856,0.9057,0.9861,0.991,0.9069,0.905,1.0,0.9856,0.9057,0.9856,0.9057,102
VLM,gemma_3-27B-IT,tabfact,latex,html,0.9896,0.9131,0.9914,0.9892,0.9143,0.9131,1.0,0.9896,0.9131,0.9896,0.9131,124
VLM,gemma_3-27B-IT,feverous,latex,html,0.977,0.8114,0.9869,0.9695,0.8186,0.8058,1.0,0.977,0.8114,0.977,0.8114,76
VLM,gemma_3-27B-IT,wikitq,latex,markdown,0.909,0.7061,0.9232,0.927,0.7108,0.7121,1.0,0.909,0.7061,0.909,0.7061,179
VLM,gemma_3-27B-IT,hybridqa,latex,markdown,0.9726,0.837,0.9776,0.9787,0.8439,0.837,0.9932,0.9786,0.8421,0.972,0.8364,148
VLM,gemma_3-27B-IT,sqa,latex,markdown,0.9847,0.8871,0.9844,0.9924,0.8868,0.8882,1.0,0.9847,0.8871,0.9847,0.8871,102
VLM,gemma_3-27B-IT,tabfact,latex,markdown,0.9911,0.9102,0.989,0.994,0.9083,0.9129,1.0,0.9911,0.9102,0.9911,0.9102,124
VLM,gemma_3-27B-IT,feverous,latex,markdown,0.9762,0.8008,0.9892,0.9704,0.8063,0.7972,1.0,0.9762,0.8008,0.9762,0.8008,76
VLM,gemma_3-27B-IT,wikitq,latex,latex,0.8471,0.6983,0.9108,0.8202,0.7326,0.6807,0.8268,0.8655,0.7207,0.7156,0.5958,179
VLM,gemma_3-27B-IT,hybridqa,latex,latex,0.9763,0.8374,0.9758,0.9801,0.8372,0.8394,0.8716,0.9859,0.8803,0.8593,0.7673,148
VLM,gemma_3-27B-IT,sqa,latex,latex,0.9706,0.8928,0.9754,0.9764,0.8972,0.892,0.8529,0.9826,0.9154,0.8381,0.7808,102
VLM,gemma_3-27B-IT,tabfact,latex,latex,0.9872,0.9052,0.9846,0.9917,0.9023,0.9096,0.9355,0.988,0.9104,0.9243,0.8517,124
VLM,gemma_3-27B-IT,feverous,latex,latex,0.9565,0.7897,0.964,0.9586,0.7985,0.7837,0.9079,0.9616,0.7996,0.8731,0.7259,76
VLM,gpt-5.2,wikitq,html,html,0.9406,0.9124,0.9524,0.9405,0.9184,0.9124,0.9524,0.9876,0.9581,0.9406,0.9124,168
VLM,gpt-5.2,hybridqa,html,html,0.9983,0.9901,0.997,1.0,0.9888,0.9917,1.0,0.9983,0.9901,0.9983,0.9901,148
VLM,gpt-5.2,sqa,html,html,1.0,0.9933,1.0,1.0,0.9933,0.9933,1.0,1.0,0.9933,1.0,0.9933,101
VLM,gpt-5.2,tabfact,html,html,0.9985,0.9953,0.9973,1.0,0.9941,0.9967,1.0,0.9985,0.9953,0.9985,0.9953,122
VLM,gpt-5.2,feverous,html,html,0.9795,0.9632,0.9894,0.9842,0.9601,0.968,1.0,0.9795,0.9632,0.9795,0.9632,76
VLM,gpt-5.2,wikitq,html,markdown,0.9431,0.8978,0.9743,0.9436,0.8973,0.8986,1.0,0.9431,0.8978,0.9431,0.8978,178
VLM,gpt-5.2,hybridqa,html,markdown,1.0,0.9653,1.0,1.0,0.9653,0.9653,1.0,1.0,0.9653,1.0,0.9653,148
VLM,gpt-5.2,sqa,html,markdown,1.0,0.9612,1.0,1.0,0.9612,0.9612,1.0,1.0,0.9612,1.0,0.9612,102
VLM,gpt-5.2,tabfact,html,markdown,0.9993,0.9805,0.9987,1.0,0.98,0.9812,1.0,0.9993,0.9805,0.9993,0.9805,124
VLM,gpt-5.2,feverous,html,markdown,0.9869,0.9268,1.0,0.9869,0.9268,0.9268,1.0,0.9869,0.9268,0.9869,0.9268,76
VLM,gpt-5.2,wikitq,html,latex,0.6659,0.6351,0.8352,0.656,0.7322,0.6253,0.9261,0.6964,0.6618,0.645,0.6129,176
VLM,gpt-5.2,hybridqa,html,latex,0.8886,0.8572,0.9402,0.8993,0.8671,0.8649,0.9189,0.8935,0.8628,0.8211,0.7928,148
VLM,gpt-5.2,sqa,html,latex,0.8475,0.8287,0.903,0.8455,0.8539,0.8254,0.9804,0.8592,0.8433,0.8423,0.8268,102
VLM,gpt-5.2,tabfact,html,latex,0.8602,0.8426,0.9308,0.8516,0.8678,0.8373,0.935,0.8792,0.864,0.8221,0.8078,123
VLM,gpt-5.2,feverous,html,latex,0.8832,0.8192,0.9382,0.8786,0.8443,0.8138,0.9605,0.9134,0.8477,0.8774,0.8143,76
VLM,gpt-5.2,wikitq,markdown,html,0.9463,0.9118,0.9581,0.9462,0.9148,0.9118,0.9581,0.9876,0.9517,0.9463,0.9118,167
VLM,gpt-5.2,hybridqa,markdown,html,0.9992,0.9648,1.0,0.9986,0.9649,0.9648,1.0,0.9992,0.9648,0.9992,0.9648,148
VLM,gpt-5.2,sqa,markdown,html,1.0,0.9725,1.0,1.0,0.9725,0.9725,1.0,1.0,0.9725,1.0,0.9725,101
VLM,gpt-5.2,tabfact,markdown,html,1.0,0.9925,1.0,1.0,0.9925,0.9925,1.0,1.0,0.9925,1.0,0.9925,123
VLM,gpt-5.2,feverous,markdown,html,0.9857,0.9557,0.986,0.9856,0.9561,0.9554,0.9868,0.9989,0.9684,0.9857,0.9557,76
VLM,gpt-5.2,wikitq,markdown,markdown,0.9762,0.9507,0.9869,0.977,0.9502,0.9516,1.0,0.9762,0.9507,0.9762,0.9507,175
VLM,gpt-5.2,hybridqa,markdown,markdown,0.9984,0.9681,0.9983,0.9989,0.9678,0.9685,1.0,0.9984,0.9681,0.9984,0.9681,148
VLM,gpt-5.2,sqa,markdown,markdown,1.0,0.9878,1.0,1.0,0.9878,0.9878,1.0,1.0,0.9878,1.0,0.9878,102
VLM,gpt-5.2,tabfact,markdown,markdown,1.0,0.9949,1.0,1.0,0.9949,0.9949,1.0,1.0,0.9949,1.0,0.9949,124
VLM,gpt-5.2,feverous,markdown,markdown,0.9865,0.9572,0.9991,0.9869,0.957,0.9576,1.0,0.9865,0.9572,0.9865,0.9572,76
VLM,gpt-5.2,wikitq,markdown,latex,0.8255,0.7776,0.9371,0.8049,0.8385,0.7591,0.9548,0.8383,0.791,0.8004,0.7552,177
VLM,gpt-5.2,hybridqa,markdown,latex,0.9927,0.9528,0.9932,0.9923,0.9529,0.9527,0.9459,0.9995,0.961,0.9454,0.9091,148
VLM,gpt-5.2,sqa,markdown,latex,1.0,0.9619,1.0,1.0,0.9619,0.9619,1.0,1.0,0.9619,1.0,0.9619,102
VLM,gpt-5.2,tabfact,markdown,latex,1.0,0.9875,1.0,1.0,0.9875,0.9875,0.9355,1.0,0.9879,0.9355,0.9242,124
VLM,gpt-5.2,feverous,markdown,latex,0.9857,0.9145,0.986,0.9856,0.9149,0.9143,0.9605,0.9988,0.9283,0.9594,0.8917,76
VLM,gpt-5.2,wikitq,latex,html,0.9408,0.8832,0.9657,0.953,0.8776,0.8928,0.9875,0.9527,0.8943,0.9408,0.8832,160
VLM,gpt-5.2,hybridqa,latex,html,0.9904,0.9414,0.9949,0.992,0.9442,0.9421,1.0,0.9904,0.9414,0.9904,0.9414,148
VLM,gpt-5.2,sqa,latex,html,0.9892,0.9716,0.997,0.9905,0.9704,0.9732,1.0,0.9892,0.9716,0.9892,0.9716,102
VLM,gpt-5.2,tabfact,latex,html,1.0,0.9964,1.0,1.0,0.9964,0.9964,1.0,1.0,0.9964,1.0,0.9964,122
VLM,gpt-5.2,feverous,latex,html,0.9829,0.9384,0.9827,0.9838,0.9381,0.9391,0.9868,0.9961,0.9509,0.9829,0.9384,76
VLM,gpt-5.2,wikitq,latex,markdown,0.9471,0.8982,0.9795,0.9582,0.8937,0.9073,1.0,0.9471,0.8982,0.9471,0.8982,174
VLM,gpt-5.2,hybridqa,latex,markdown,0.9663,0.9292,0.9975,0.9634,0.9409,0.9289,1.0,0.9663,0.9292,0.9663,0.9292,148
VLM,gpt-5.2,sqa,latex,markdown,0.9907,0.9495,0.9989,0.9905,0.9501,0.9498,1.0,0.9907,0.9495,0.9907,0.9495,102
VLM,gpt-5.2,tabfact,latex,markdown,0.9993,0.9896,0.9986,1.0,0.989,0.9903,1.0,0.9993,0.9896,0.9993,0.9896,124
VLM,gpt-5.2,feverous,latex,markdown,0.9849,0.9403,0.9954,0.9858,0.9399,0.9412,1.0,0.9849,0.9403,0.9849,0.9403,76
VLM,gpt-5.2,wikitq,latex,latex,0.7981,0.7641,0.9235,0.7878,0.816,0.7546,0.954,0.8062,0.7703,0.7691,0.7349,174
VLM,gpt-5.2,hybridqa,latex,latex,0.9773,0.9245,0.9899,0.9768,0.9332,0.9246,0.973,0.9836,0.9294,0.957,0.9042,148
VLM,gpt-5.2,sqa,latex,latex,0.9903,0.9745,0.9989,0.9905,0.9741,0.975,1.0,0.9903,0.9745,0.9903,0.9745,102
VLM,gpt-5.2,tabfact,latex,latex,0.9931,0.9781,0.9941,0.9937,0.979,0.9786,0.9839,0.9937,0.9787,0.9776,0.9629,124
VLM,gpt-5.2,feverous,latex,latex,0.971,0.8766,0.9974,0.9704,0.8763,0.8774,0.9868,0.9706,0.8766,0.9578,0.865,76
VLM,llava_1.6-vicuna-13B,wikitq,html,html,0.5488,0.3546,0.8804,0.5089,0.49,0.3345,0.9888,0.555,0.3586,0.5488,0.3546,179
VLM,llava_1.6-vicuna-13B,hybridqa,html,html,0.6787,0.4936,0.9789,0.6159,0.6886,0.4497,1.0,0.6787,0.4936,0.6787,0.4936,148
VLM,llava_1.6-vicuna-13B,sqa,html,html,0.6935,0.5185,0.9576,0.6568,0.6935,0.4926,0.9804,0.7073,0.5288,0.6935,0.5185,102
VLM,llava_1.6-vicuna-13B,tabfact,html,html,0.7138,0.4883,0.9341,0.6849,0.629,0.4667,0.9839,0.7255,0.4963,0.7138,0.4883,124
VLM,llava_1.6-vicuna-13B,feverous,html,html,0.765,0.5012,0.9022,0.7461,0.5573,0.4895,1.0,0.765,0.5012,0.765,0.5012,76
VLM,llava_1.6-vicuna-13B,wikitq,html,markdown,0.7269,0.4112,0.7621,0.799,0.4161,0.4322,0.8436,0.8495,0.485,0.7167,0.4092,179
VLM,llava_1.6-vicuna-13B,hybridqa,html,markdown,0.782,0.5418,0.8593,0.8299,0.5704,0.5436,0.8851,0.8769,0.6098,0.7762,0.5398,148
VLM,llava_1.6-vicuna-13B,sqa,html,markdown,0.8661,0.6057,0.8958,0.9084,0.6076,0.6232,0.9412,0.9168,0.6436,0.8629,0.6057,102
VLM,llava_1.6-vicuna-13B,tabfact,html,markdown,0.9071,0.5703,0.8965,0.9599,0.566,0.5872,0.9677,0.9255,0.5843,0.8956,0.5654,124
VLM,llava_1.6-vicuna-13B,feverous,html,markdown,0.7893,0.4849,0.8158,0.8515,0.5046,0.487,0.9342,0.8387,0.5151,0.7835,0.4812,76
VLM,llava_1.6-vicuna-13B,wikitq,html,latex,0.1443,0.0982,0.1412,0.1622,0.0917,0.1176,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-13B,hybridqa,html,latex,0.2547,0.1715,0.2409,0.2873,0.1602,0.1925,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-13B,sqa,html,latex,0.287,0.1925,0.2795,0.3061,0.1866,0.2056,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-13B,tabfact,html,latex,0.2456,0.1586,0.2252,0.2858,0.1437,0.1855,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-13B,feverous,html,latex,0.2661,0.1544,0.2344,0.3436,0.135,0.1981,0.0,,,0.0,0.0,76
VLM,llava_1.6-vicuna-13B,wikitq,markdown,html,0.4956,0.3418,0.8118,0.4552,0.4943,0.3186,0.9218,0.5377,0.3708,0.4956,0.3418,179
VLM,llava_1.6-vicuna-13B,hybridqa,markdown,html,0.6325,0.4651,0.8598,0.5805,0.6081,0.4291,0.9122,0.6934,0.5098,0.6325,0.4651,148
VLM,llava_1.6-vicuna-13B,sqa,markdown,html,0.6527,0.5097,0.8659,0.6197,0.6571,0.4852,0.902,0.7236,0.5651,0.6527,0.5097,102
VLM,llava_1.6-vicuna-13B,tabfact,markdown,html,0.7197,0.523,0.9342,0.6975,0.6778,0.502,0.9758,0.7375,0.5359,0.7197,0.523,124
VLM,llava_1.6-vicuna-13B,feverous,markdown,html,0.7064,0.4966,0.831,0.694,0.5534,0.49,0.9605,0.7354,0.517,0.7064,0.4966,76
VLM,llava_1.6-vicuna-13B,wikitq,markdown,markdown,0.727,0.4176,0.8133,0.7709,0.4225,0.4282,0.8268,0.8701,0.5044,0.7194,0.4171,179
VLM,llava_1.6-vicuna-13B,hybridqa,markdown,markdown,0.6587,0.4851,0.8039,0.6994,0.5488,0.4894,0.75,0.8602,0.6377,0.6451,0.4783,148
VLM,llava_1.6-vicuna-13B,sqa,markdown,markdown,0.7994,0.6134,0.9176,0.8372,0.6379,0.623,0.8824,0.8949,0.692,0.7897,0.6106,102
VLM,llava_1.6-vicuna-13B,tabfact,markdown,markdown,0.8691,0.599,0.9052,0.9155,0.6055,0.6132,0.9516,0.9109,0.6287,0.8668,0.5983,124
VLM,llava_1.6-vicuna-13B,feverous,markdown,markdown,0.7036,0.4686,0.8227,0.7471,0.5319,0.4729,0.8289,0.8191,0.5486,0.679,0.4547,76
VLM,llava_1.6-vicuna-13B,wikitq,markdown,latex,0.1599,0.1074,0.156,0.1866,0.1004,0.125,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-13B,hybridqa,markdown,latex,0.2255,0.1482,0.2203,0.2419,0.1449,0.1586,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-13B,sqa,markdown,latex,0.2437,0.1742,0.229,0.2824,0.1636,0.2016,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-13B,tabfact,markdown,latex,0.2597,0.1777,0.2372,0.3023,0.1606,0.2098,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-13B,feverous,markdown,latex,0.2672,0.1715,0.2398,0.3189,0.1551,0.1995,0.0,,,0.0,0.0,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,html,0.532,0.3507,0.8492,0.5026,0.4895,0.3288,0.9777,0.5442,0.3587,0.532,0.3507,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,html,0.6654,0.4712,0.9063,0.6309,0.6495,0.4317,1.0,0.6654,0.4712,0.6654,0.4712,148
VLM,llava_1.6-vicuna-13B,sqa,latex,html,0.6929,0.5385,0.9384,0.6634,0.7049,0.5105,1.0,0.6929,0.5385,0.6929,0.5385,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,html,0.7093,0.5034,0.9184,0.7032,0.6525,0.4902,1.0,0.7093,0.5034,0.7093,0.5034,124
VLM,llava_1.6-vicuna-13B,feverous,latex,html,0.7369,0.5028,0.853,0.7485,0.5669,0.4933,1.0,0.7369,0.5028,0.7369,0.5028,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,markdown,0.7112,0.4058,0.7945,0.7544,0.4199,0.4138,0.8547,0.8134,0.4668,0.6952,0.399,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,markdown,0.7475,0.5264,0.809,0.8252,0.5414,0.5357,0.8784,0.8442,0.599,0.7416,0.5262,148
VLM,llava_1.6-vicuna-13B,sqa,latex,markdown,0.8332,0.6008,0.8664,0.9001,0.6088,0.6247,0.9412,0.8817,0.6375,0.8299,0.6,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,markdown,0.8059,0.5253,0.7933,0.9321,0.511,0.5724,0.9516,0.8319,0.5414,0.7917,0.5152,124
VLM,llava_1.6-vicuna-13B,feverous,latex,markdown,0.6941,0.4518,0.7664,0.7796,0.4894,0.4564,0.8684,0.7738,0.5082,0.672,0.4414,76
VLM,llava_1.6-vicuna-13B,wikitq,latex,latex,0.1884,0.1366,0.1727,0.2278,0.124,0.1659,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-13B,hybridqa,latex,latex,0.309,0.2054,0.2925,0.3535,0.1895,0.2396,0.0068,0.8571,0.8571,0.0058,0.0058,148
VLM,llava_1.6-vicuna-13B,sqa,latex,latex,0.3266,0.2534,0.2997,0.3816,0.231,0.2963,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-13B,tabfact,latex,latex,0.2374,0.1814,0.2134,0.2956,0.1609,0.2257,0.0161,1.0,0.956,0.0161,0.0154,124
VLM,llava_1.6-vicuna-13B,feverous,latex,latex,0.34,0.2246,0.3236,0.3814,0.2151,0.2503,0.0526,0.9643,0.8661,0.0508,0.0456,76
VLM,llava_1.6-vicuna-7B,wikitq,html,html,0.6003,0.3324,0.8753,0.5633,0.4258,0.318,0.9721,0.6175,0.342,0.6003,0.3324,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,html,0.7057,0.4321,0.9189,0.6601,0.577,0.4009,0.9595,0.7355,0.4503,0.7057,0.4321,148
VLM,llava_1.6-vicuna-7B,sqa,html,html,0.7295,0.4984,0.941,0.6876,0.6222,0.4717,0.9804,0.7441,0.5084,0.7295,0.4984,102
VLM,llava_1.6-vicuna-7B,tabfact,html,html,0.7686,0.4812,0.9264,0.7449,0.5488,0.4706,1.0,0.7686,0.4812,0.7686,0.4812,124
VLM,llava_1.6-vicuna-7B,feverous,html,html,0.763,0.4772,0.8271,0.7639,0.4998,0.4785,0.9868,0.7732,0.4835,0.763,0.4772,76
VLM,llava_1.6-vicuna-7B,wikitq,html,markdown,0.6121,0.3299,0.6934,0.6911,0.3404,0.3628,0.7318,0.8061,0.4411,0.59,0.3228,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,markdown,0.589,0.386,0.6399,0.6527,0.4082,0.4029,0.6892,0.8253,0.5425,0.5688,0.3739,148
VLM,llava_1.6-vicuna-7B,sqa,html,markdown,0.7436,0.4902,0.792,0.8087,0.4996,0.5167,0.8137,0.862,0.5889,0.7015,0.4792,102
VLM,llava_1.6-vicuna-7B,tabfact,html,markdown,0.7273,0.4433,0.7286,0.8054,0.4446,0.4662,0.8387,0.8393,0.5184,0.7039,0.4348,124
VLM,llava_1.6-vicuna-7B,feverous,html,markdown,0.6929,0.3975,0.7137,0.762,0.3914,0.4152,0.8026,0.8383,0.4858,0.6728,0.3899,76
VLM,llava_1.6-vicuna-7B,wikitq,html,latex,0.0445,0.0211,0.0444,0.0495,0.021,0.0227,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-7B,hybridqa,html,latex,0.0204,0.0094,0.0159,0.0321,0.0069,0.0158,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-7B,sqa,html,latex,0.1093,0.055,0.0969,0.1338,0.0494,0.0659,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-7B,tabfact,html,latex,0.0466,0.0247,0.0404,0.0614,0.021,0.0336,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-7B,feverous,html,latex,0.0411,0.0116,0.0347,0.0594,0.0099,0.0172,0.0,,,0.0,0.0,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,html,0.595,0.3419,0.8611,0.5716,0.4448,0.3295,0.9888,0.6018,0.3458,0.595,0.3419,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,html,0.7156,0.4583,0.8986,0.7043,0.5872,0.4408,1.0,0.7156,0.4583,0.7156,0.4583,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,html,0.7704,0.538,0.9037,0.7594,0.6236,0.5258,1.0,0.7704,0.538,0.7704,0.538,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,html,0.7679,0.5396,0.9275,0.7377,0.6444,0.5205,0.9919,0.7742,0.544,0.7679,0.5396,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,html,0.7084,0.4657,0.8018,0.7289,0.5028,0.4758,0.9868,0.7178,0.4719,0.7084,0.4657,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,markdown,0.5782,0.3359,0.6678,0.6438,0.3451,0.3589,0.7263,0.7758,0.4537,0.5634,0.3295,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,markdown,0.4196,0.2867,0.4714,0.4763,0.2924,0.3022,0.5338,0.7774,0.5358,0.415,0.286,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,markdown,0.6383,0.4714,0.7468,0.6647,0.4964,0.478,0.7745,0.8139,0.605,0.6304,0.4686,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,markdown,0.4949,0.3288,0.4959,0.5555,0.3237,0.3548,0.6935,0.6889,0.4584,0.4778,0.3179,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,markdown,0.5926,0.3927,0.6504,0.6368,0.3891,0.4071,0.7237,0.7721,0.5191,0.5588,0.3757,76
VLM,llava_1.6-vicuna-7B,wikitq,markdown,latex,0.0185,0.0056,0.017,0.022,0.0049,0.0072,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-7B,hybridqa,markdown,latex,0.0338,0.0101,0.0313,0.038,0.0091,0.0117,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-7B,sqa,markdown,latex,0.086,0.0458,0.079,0.1005,0.0416,0.0546,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-7B,tabfact,markdown,latex,0.0441,0.027,0.0413,0.0502,0.0252,0.0311,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-7B,feverous,markdown,latex,0.0742,0.0201,0.063,0.1015,0.0158,0.0314,0.0,,,0.0,0.0,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,html,0.5863,0.3359,0.8041,0.5779,0.4019,0.3303,0.9832,0.5963,0.3417,0.5863,0.3359,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,html,0.7443,0.461,0.8334,0.7644,0.5332,0.4494,1.0,0.7443,0.461,0.7443,0.461,148
VLM,llava_1.6-vicuna-7B,sqa,latex,html,0.7795,0.5388,0.894,0.7877,0.6228,0.5332,1.0,0.7795,0.5388,0.7795,0.5388,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,html,0.7645,0.4683,0.8723,0.7637,0.5298,0.4616,0.9919,0.7708,0.4721,0.7645,0.4683,124
VLM,llava_1.6-vicuna-7B,feverous,latex,html,0.7194,0.4613,0.8018,0.7479,0.4878,0.4633,1.0,0.7194,0.4613,0.7194,0.4613,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,markdown,0.5871,0.3328,0.6969,0.6407,0.3478,0.3486,0.7318,0.7775,0.4448,0.569,0.3255,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,markdown,0.4732,0.311,0.5116,0.5633,0.3179,0.3367,0.6149,0.7581,0.503,0.4661,0.3093,148
VLM,llava_1.6-vicuna-7B,sqa,latex,markdown,0.642,0.4605,0.7193,0.7033,0.4759,0.4692,0.7843,0.8104,0.5847,0.6356,0.4586,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,markdown,0.6391,0.4032,0.6429,0.7401,0.4014,0.4388,0.8145,0.7697,0.4898,0.6269,0.3989,124
VLM,llava_1.6-vicuna-7B,feverous,latex,markdown,0.6028,0.3851,0.6837,0.6674,0.3872,0.3915,0.7368,0.7879,0.5149,0.5806,0.3794,76
VLM,llava_1.6-vicuna-7B,wikitq,latex,latex,0.0461,0.0225,0.0431,0.0541,0.0199,0.0289,0.0,,,0.0,0.0,179
VLM,llava_1.6-vicuna-7B,hybridqa,latex,latex,0.0268,0.0109,0.0244,0.0364,0.009,0.0172,0.0,,,0.0,0.0,148
VLM,llava_1.6-vicuna-7B,sqa,latex,latex,0.117,0.0738,0.1033,0.1531,0.0644,0.0988,0.0,,,0.0,0.0,102
VLM,llava_1.6-vicuna-7B,tabfact,latex,latex,0.0288,0.0158,0.0245,0.0386,0.0137,0.0208,0.0,,,0.0,0.0,124
VLM,llava_1.6-vicuna-7B,feverous,latex,latex,0.0662,0.0292,0.0562,0.093,0.0243,0.0426,0.0,,,0.0,0.0,76
